G7	47	4897
G8	48	4788
G9	49	4679
K0	50	4569
K1	51	4460
K2	52	4351
K3	53	4241
K4	54	4132
K5	55	4023
M0	60	3914
M1	61	3804
M2	62	3695
M3	63	3586
M4	64	3476
M5	65	3367
M6	66	3258
M7	67	3149
M8	68	3039
