F5	35	6600
F8	38	6130
G0	40	5930
G2	42	5690
G5	45	5430
G8	48	5180
K0	50	4870
K2	52	4710
K5	55	4210
K7	57	4020
M0	60	3900
M1	61	3720
M2	62	3560
M3	63	3410
M4	64	3190
M5	65	2980
M6	66	2860
M7	67	2770
M8	68	2670
M9	69	2570
